Delivery_person_Age,Delivery_person_Ratings,Type_of_order,Type_of_vehicle,Time_taken(min),distance_km
31,5.0,Snack ,motorcycle ,25,8.93863229991919
33,4.8,Snack ,scooter ,28,10.587113705075845
27,4.7,Drinks ,scooter ,21,10.757499697083244
32,4.5,Drinks ,electric_scooter ,34,12.417792351617555
39,5.0,Meal ,scooter ,30,6.14707622035735
38,4.7,Meal ,motorcycle ,25,6.12841937845769
31,4.7,Meal ,motorcycle ,18,7.660348489150972
24,4.8,Drinks ,motorcycle ,23,4.674318760489487
20,4.8,Drinks ,motorcycle ,22,20.20724042537554
21,4.5,Drinks ,scooter ,28,19.67503658027405
31,4.6,Snack ,motorcycle ,30,4.657579589646204
24,4.9,Meal ,scooter ,19,7.601870282547478
36,4.7,Snack ,motorcycle ,51,11.007734763744617
25,4.8,Meal ,motorcycle ,12,7.562333809640329
38,5.0,Snack ,motorcycle ,50,10.75755477315807
35,4.7,Buffet ,motorcycle ,34,3.104605953841284
34,4.1,Meal ,motorcycle ,33,6.210030477135088
20,4.8,Meal ,scooter ,26,6.217525604924386
39,4.7,Drinks ,motorcycle ,21,19.882987868112856
27,4.9,Meal ,scooter ,13,7.684129284114673
29,4.6,Drinks ,scooter ,38,19.658727827948923
22,4.7,Snack ,motorcycle ,15,13.972191759503005
39,5.0,Snack ,motorcycle ,20,7.546888128063204
21,4.8,Buffet ,scooter ,12,17.097651549864548
34,4.6,Meal ,motorcycle ,32,19.618918347479877
38,4.5,Buffet ,motorcycle ,22,9.314862687658115
26,5.0,Drinks ,scooter ,24,6.29013467763468
27,4.3,Drinks ,motorcycle ,15,1.5367187556842812
37,5.0,Snack ,motorcycle ,46,19.362740471251666
23,5.0,Meal ,motorcycle ,22,10.641495972351702
22,4.9,Meal ,motorcycle ,17,6.29013467763468
30,4.1,Drinks ,motorcycle ,26,9.327055824816654
22,4.6,Snack ,motorcycle ,19,10.57008222716591
25,4.5,Meal ,motorcycle ,19,3.145067434621583
39,5.0,Snack ,motorcycle ,34,4.717601092054723
27,4.8,Buffet ,electric_scooter ,25,1.572533729286321
34,4.7,Drinks ,motorcycle ,21,19.367701972031078
30,4.2,Buffet ,motorcycle ,32,13.680927409309072
25,3.5,Meal ,motorcycle ,48,6.058853851669116
25,4.6,Buffet ,motorcycle ,27,12.418981672303648
28,4.9,Snack ,scooter ,19,1.572533729286321
22,4.0,Buffet ,motorcycle ,34,12.239035527316306
31,4.5,Drinks ,motorcycle ,41,12.484184857475693
32,4.8,Drinks ,motorcycle ,26,3.1089881501684506
22,4.7,Buffet ,scooter ,21,4.674341511234465
31,4.4,Drinks ,motorcycle ,36,13.768718508386595
38,4.3,Snack ,motorcycle ,47,3.073687981631253
29,4.0,Snack ,scooter ,42,10.58713106938149
20,4.0,Snack ,motorcycle ,31,19.624936204861935
38,4.8,Meal ,motorcycle ,20,9.263556234288133
34,4.6,Meal ,scooter ,15,16.903843893839564
26,4.8,Buffet ,scooter ,28,19.36321160672078
29,4.5,Buffet ,scooter ,11,4.657597469270872
22,4.9,Meal ,motorcycle ,11,1.5100837271229477
25,5.0,Snack ,motorcycle ,22,10.724189700859583
31,4.4,Buffet ,motorcycle ,46,9.076358225887674
24,5.0,Meal ,scooter ,12,3.105091522701049
24,3.2,Drinks ,scooter ,44,17.138022132927368
34,4.9,Snack ,motorcycle ,27,1.526396912039431
34,4.6,Drinks ,scooter ,29,16.635820545592292
30,4.6,Buffet ,motorcycle ,33,1.5203565961705499
26,4.7,Buffet ,motorcycle ,22,20.20525323529291
35,4.8,Snack ,motorcycle ,17,3.145067434621583
23,4.8,Buffet ,electric_scooter ,12,7.490099871671202
20,4.0,Meal ,motorcycle ,31,12.294166376369665
24,4.7,Snack ,motorcycle ,28,10.59307487116998
28,4.6,Buffet ,motorcycle ,17,1.4897768153112216
39,4.0,Buffet ,motorcycle ,43,16.851371030914212
37,4.1,Drinks ,electric_scooter ,44,16.722543155307
38,4.5,Snack ,scooter ,16,16.63541627418215
21,4.7,Buffet ,motorcycle ,25,10.880905305082543
33,4.6,Buffet ,scooter ,26,3.0251186390184004
33,4.7,Snack ,motorcycle ,26,7.8626681674103684
32,4.6,Meal ,scooter ,28,1.5606567477131346
21,4.6,Drinks ,motorcycle ,11,5.958820916622007
21,4.0,Snack ,motorcycle ,22,1.5527001159059903
37,4.7,Buffet ,motorcycle ,27,7.6495063183287915
29,4.7,Meal ,scooter ,19,3.1053699758611546
29,4.6,Drinks ,electric_scooter ,28,4.674153680097242
31,4.8,Buffet ,motorcycle ,19,4.657195393807058
26,4.7,Meal ,motorcycle ,18,13.62208523449083
23,4.7,Drinks ,motorcycle ,48,20.856833724898493
25,4.7,Drinks ,motorcycle ,11,1.552697443893239
39,4.5,Buffet ,motorcycle ,18,17.076596635444833
32,4.6,Meal ,scooter ,17,20.285370057703716
29,4.2,Snack ,scooter ,33,3.025144329113595
34,4.6,Drinks ,electric_scooter ,23,7.648080628607945
35,4.9,Meal ,motorcycle ,30,12.463883024166657
32,4.6,Drinks ,motorcycle ,38,7.8626681674103684
27,4.8,Buffet ,scooter ,17,1.465203567663234
35,4.3,Snack ,scooter ,32,20.206226468830582
39,4.7,Buffet ,motorcycle ,27,20.17900385808542
39,4.8,Drinks ,scooter ,20,7.646049300624547
39,4.9,Buffet ,motorcycle ,39,6.128363939648455
20,4.9,Snack ,scooter ,13,3.145067434621583
34,4.0,Buffet ,motorcycle ,32,4.65694538594946
31,4.5,Drinks ,motorcycle ,28,9.314115494737472
23,4.5,Meal ,electric_scooter ,11,10.756697879102619
23,5.0,Drinks ,motorcycle ,26,7.546781220484458
39,4.6,Snack ,electric_scooter ,29,13.681631975373575
20,4.6,Snack ,scooter ,29,6.29013467763468
23,4.8,Meal ,motorcycle ,29,9.192571532077613
22,4.1,Buffet ,motorcycle ,31,6.12841937845769
31,4.6,Snack ,motorcycle ,47,6.147106622705506
29,4.6,Snack ,motorcycle ,27,19.761110067714096
35,4.9,Meal ,motorcycle ,29,6.146622187550208
31,4.6,Buffet ,motorcycle ,26,17.07649014379466
29,4.6,Snack ,scooter ,33,10.723989806656368
26,4.6,Drinks ,motorcycle ,27,7.762480218802449
27,4.1,Snack ,motorcycle ,17,2.9796333006391293
39,4.9,Meal ,scooter ,38,17.29786575291325
21,4.5,Buffet ,motorcycle ,22,11.919595217848318
23,4.8,Meal ,motorcycle ,23,13.969760212954796
21,4.5,Drinks ,motorcycle ,23,1.5295062057776052
20,4.8,Meal ,motorcycle ,18,20.20729968887068
20,4.7,Buffet ,electric_scooter ,27,16.90249592854745
30,4.8,Buffet ,scooter ,26,9.15764892567092
36,4.6,Snack ,scooter ,42,19.8395614419349
29,4.8,Buffet ,scooter ,24,11.74800430051281
29,4.7,Meal ,scooter ,24,12.464367397048669
31,4.0,Meal ,motorcycle ,34,7.772253320446165
35,4.9,Drinks ,scooter ,26,10.725127399399225
33,4.8,Drinks ,motorcycle ,35,12.25700312192057
22,4.6,Buffet ,motorcycle ,25,6.050084991996258
27,4.6,Drinks ,motorcycle ,32,14.15280068944862
31,4.8,Drinks ,motorcycle ,26,4.674220356187267
35,4.8,Buffet ,motorcycle ,28,7.6461047483215205
20,4.7,Drinks ,motorcycle ,16,7.546817179242812
32,4.9,Drinks ,motorcycle ,26,1.5298253586323256
20,4.3,Drinks ,scooter ,41,19.617824561450774
24,4.5,Buffet ,motorcycle ,19,1.5202946823347985
28,5.0,Snack ,motorcycle ,25,19.878389859457627
33,4.9,Snack ,motorcycle ,25,7.448379823536196
37,4.6,Snack ,motorcycle ,53,12.291841945089606
33,4.8,Drinks ,scooter ,44,17.13793593144315
21,4.8,Buffet ,motorcycle ,25,9.220373067021216
28,5.0,Drinks ,motorcycle ,27,7.660840811905797
29,4.6,Snack ,electric_scooter ,39,17.07649014379466
24,4.8,Snack ,motorcycle ,16,17.075035490452994
20,4.5,Snack ,scooter ,14,7.790158927084966
22,4.7,Snack ,motorcycle ,10,6.208989450210038
21,4.7,Snack ,electric_scooter ,23,1.5523182877499084
30,4.9,Buffet ,scooter ,23,14.15280068944862
29,4.6,Snack ,electric_scooter ,42,12.418009922382469
21,4.5,Meal ,motorcycle ,21,7.771834302405086
32,4.7,Drinks ,scooter ,19,3.0408931296411703
25,4.8,Snack ,motorcycle ,45,16.384502397510182
34,4.8,Snack ,motorcycle ,47,1.488347124650747
21,4.9,Buffet ,motorcycle ,27,16.721288103917214
27,4.8,Drinks ,motorcycle ,18,4.610120317988261
32,4.7,Buffet ,scooter ,35,10.58713106938149
30,4.6,Snack ,motorcycle ,21,3.073787868356216
21,4.8,Snack ,electric_scooter ,11,7.8626681674103684
33,4.6,Meal ,motorcycle ,21,7.6510644585303815
27,4.9,Snack ,motorcycle ,30,17.137407700371956
32,5.0,Drinks ,motorcycle ,37,17.07353769061412
20,4.7,Buffet ,scooter ,18,2.9794951426843785
36,4.9,Drinks ,motorcycle ,23,1.536829311966258
28,4.8,Buffet ,scooter ,27,6.209259882041872
31,4.9,Snack ,motorcycle ,47,6.209141643213009
36,3.8,Meal ,motorcycle ,33,16.64663439144687
25,4.9,Snack ,electric_scooter ,22,1.5323511358881128
37,4.9,Buffet ,motorcycle ,33,6.128899374764088
21,4.6,Buffet ,scooter ,19,6.128757701629757
32,4.8,Meal ,motorcycle ,22,20.181172140809302
39,5.0,Drinks ,motorcycle ,40,12.257619701209578
23,4.6,Drinks ,scooter ,32,14.022298282479131
29,5.0,Snack ,motorcycle ,18,3459.629354463765
34,5.0,Meal ,motorcycle ,30,7.661250453808297
25,4.7,Drinks ,electric_scooter ,34,14.021819246588827
31,4.8,Drinks ,scooter ,25,1.5368020663947328
33,4.7,Meal ,scooter ,16,3.0407893988053885
24,4.7,Snack ,scooter ,23,13.82913165629175
36,4.8,Meal ,scooter ,15,12.074047498027575
35,4.6,Meal ,motorcycle ,35,20.18093693173923
24,5.0,Buffet ,motorcycle ,44,10.642292301678436
28,4.9,Snack ,motorcycle ,25,12.099896960230076
32,4.4,Meal ,electric_scooter ,42,13.680908173877386
28,4.6,Drinks ,motorcycle ,20,9.22083460710881
22,4.3,Snack ,motorcycle ,28,4.544211841489953
30,4.6,Buffet ,scooter ,16,20.25378851608599
36,4.8,Drinks ,motorcycle ,18,1.572533729286321
32,4.1,Drinks ,scooter ,34,3.0189069957366157
21,4.6,Buffet ,scooter ,23,9.313691518325752
20,4.5,Snack ,motorcycle ,23,16.636744591831217
22,4.7,Snack ,motorcycle ,17,2.980289542200211
34,4.8,Buffet ,motorcycle ,42,7.647092834675519
32,4.8,Snack ,scooter ,15,6.29013467763468
31,4.9,Snack ,electric_scooter ,19,3.0201353609999835
35,4.8,Snack ,motorcycle ,34,7.5735237341835395
35,4.8,Meal ,scooter ,19,9.06045833751512
25,4.9,Snack ,motorcycle ,19,13.407033668284814
33,4.8,Snack ,scooter ,18,3.0594433388972146
32,4.6,Snack ,motorcycle ,38,13.61082462242586
33,4.7,Buffet ,scooter ,10,1.5544659606035225
21,4.5,Meal ,scooter ,25,16.81997876421149
29,4.6,Buffet ,scooter ,16,1.5094817638297648
23,4.6,Snack ,scooter ,23,12.580267822400963
29,4.6,Buffet ,motorcycle ,38,20.178298581848242
36,4.8,Drinks ,motorcycle ,29,14.022136830289478
27,5.0,Buffet ,motorcycle ,28,8.940167719841355
20,4.9,Buffet ,motorcycle ,18,9.314781588433535
35,4.2,Snack ,motorcycle ,33,5.874880844729763
39,4.9,Meal ,motorcycle ,25,6.120941769502898
36,4.6,Meal ,motorcycle ,34,4.596534542243907
36,4.8,Meal ,scooter ,30,8.938177476637756
29,5.0,Drinks ,scooter ,10,1.5322885596942126
28,4.1,Meal ,motorcycle ,43,10.426910834184746
26,4.8,Meal ,scooter ,24,3.0184094452114865
39,4.9,Meal ,motorcycle ,29,10.724189700859583
39,4.8,Snack ,electric_scooter ,17,6.2101379656240985
33,4.6,Drinks ,motorcycle ,24,10.880951367269885
39,4.7,Snack ,motorcycle ,18,6.210141144622586
35,4.8,Buffet ,motorcycle ,39,1.4898458841183333
37,4.8,Drinks ,scooter ,16,6.1190394664699514
21,4.7,Buffet ,motorcycle ,24,12.580267822400963
29,4.6,Drinks ,scooter ,14,3.0251186390184004
21,4.7,Buffet ,scooter ,19,1.5525801593211894
27,4.6,Snack ,motorcycle ,15,9.192881349038213
23,5.0,Snack ,scooter ,18,10.868262820109699
23,4.7,Buffet ,scooter ,12,7.772466272035551
30,4.9,Drinks ,scooter ,28,9.326602961232513
29,4.8,Snack ,scooter ,23,7.7725232004434295
21,4.8,Buffet ,motorcycle ,18,4.65734737800111
27,4.7,Buffet ,scooter ,24,19.760080920474554
29,4.3,Meal ,motorcycle ,32,19.761110067714096
21,4.8,Buffet ,motorcycle ,33,11.007734763744617
33,4.1,Snack ,motorcycle ,44,14.15280068944862
21,2.8,Buffet ,electric_scooter ,35,10.705622903496973
36,3.6,Buffet ,motorcycle ,34,10.564405615161895
25,5.0,Snack ,motorcycle ,25,3.0188687420087144
39,4.7,Drinks ,scooter ,25,7.460873303706346
34,5.0,Snack ,motorcycle ,39,16.830905551931956
39,3.9,Snack ,scooter ,37,10.757014337994882
27,4.4,Meal ,motorcycle ,54,5.959266895919676
32,4.6,Drinks ,scooter ,19,9.316114128266733
36,4.7,Meal ,scooter ,27,4.596543327364382
36,4.8,Meal ,scooter ,17,2.976589528426669
25,4.9,Snack ,motorcycle ,21,16.826241648658115
32,4.2,Meal ,motorcycle ,35,13.631343698142908
34,4.6,Buffet ,motorcycle ,30,7.802453018269983
26,4.5,Drinks ,scooter ,12,4.596477246826326
34,4.9,Snack ,motorcycle ,31,3.025656084205931
36,5.0,Meal ,scooter ,10,5169.285576764972
33,4.9,Meal ,motorcycle ,31,4.663439017652667
31,4.7,Snack ,motorcycle ,50,16.368506664486496
28,4.9,Buffet ,motorcycle ,20,9.054602228168925
35,5.0,Meal ,scooter ,16,7.661373718933812
34,3.0,Snack ,motorcycle ,32,13.971968544834215
29,4.6,Buffet ,motorcycle ,15,4.469606139374459
35,4.9,Buffet ,motorcycle ,24,2.979599835600764
39,4.9,Snack ,motorcycle ,43,20.968415504249993
22,4.8,Meal ,scooter ,26,10.756990051436132
20,4.8,Drinks ,motorcycle ,35,10.445284895915865
20,4.6,Buffet ,scooter ,29,12.117044368866695
29,4.6,Meal ,electric_scooter ,38,17731.880042745157
28,5.0,Drinks ,motorcycle ,13,1.5094642591450969
36,3.9,Buffet ,motorcycle ,36,6764.282268975216
35,4.6,Snack ,scooter ,19,6.128684140033282
28,4.8,Snack ,motorcycle ,25,6.2086819840397665
24,4.8,Snack ,motorcycle ,13,9.31397992220267
34,4.9,Buffet ,scooter ,18,6.147415198875053
35,4.0,Snack ,motorcycle ,36,4.65818248829983
38,4.8,Snack ,motorcycle ,18,9.22014751541987
27,4.6,Buffet ,motorcycle ,28,17.078934089494954
25,4.8,Snack ,scooter ,19,2.979410112022739
22,4.7,Meal ,motorcycle ,27,11.007734763744617
38,4.1,Snack ,scooter ,41,20.506954885363346
39,4.7,Snack ,scooter ,25,4.656983638230308
37,4.7,Meal ,scooter ,40,13.97317756157655
34,4.6,Meal ,motorcycle ,25,3.1089751947120248
35,4.9,Snack ,scooter ,19,19.975632175541914
35,4.6,Snack ,motorcycle ,23,7.802973657602651
24,4.6,Buffet ,electric_scooter ,21,13.766192440641818
25,4.6,Meal ,motorcycle ,24,8.938093974530164
37,5.0,Meal ,scooter ,27,1.4922815535963845
37,4.8,Drinks ,motorcycle ,20,4.528183776759067
27,4.7,Drinks ,motorcycle ,16,19.659792615101523
37,5.0,Buffet ,motorcycle ,21,11.007734763744617
28,5.0,Snack ,motorcycle ,26,4.610613705052655
32,4.3,Drinks ,motorcycle ,33,6.218030984114243
37,4.7,Buffet ,scooter ,21,7.46114894864356
20,4.8,Buffet ,scooter ,26,3.145067434621583
29,4.6,Meal ,motorcycle ,22,3.0735639629147333
22,4.8,Drinks ,motorcycle ,29,5.992049991557236
22,4.5,Snack ,scooter ,29,3.040891552951612
21,4.6,Drinks ,scooter ,23,10.725453068738938
37,4.8,Snack ,scooter ,34,1.554619810773694
34,4.7,Meal ,motorcycle ,24,3.026931485767377
35,4.7,Drinks ,electric_scooter ,26,2.979763497462109
22,4.6,Drinks ,motorcycle ,25,12.075147204184725
33,4.8,Drinks ,scooter ,32,20.177913041348635
35,5.0,Snack ,motorcycle ,39,20.25304812543042
23,4.9,Buffet ,motorcycle ,26,16.41281017631183
27,4.7,Buffet ,motorcycle ,28,1.5581322655568652
28,4.8,Snack ,scooter ,22,16.636875038860897
29,5.0,Drinks ,motorcycle ,15,13.829019124454268
31,4.7,Drinks ,electric_scooter ,47,12.233239995053252
21,2.8,Meal ,electric_scooter ,35,10.707860128480874
30,4.6,Snack ,motorcycle ,25,10.724879289478304
30,4.9,Meal ,motorcycle ,26,1.5545511732988062
29,4.9,Snack ,scooter ,15,3.1162228846223834
33,4.3,Drinks ,motorcycle ,34,11.917100051488791
36,4.3,Buffet ,motorcycle ,48,12.116886186590971
29,4.6,Buffet ,electric_scooter ,27,6.058825169286296
23,4.6,Snack ,motorcycle ,27,13.610877575672198
37,4.5,Drinks ,scooter ,30,13.406000552536867
28,4.6,Drinks ,motorcycle ,24,10.44532520357712
37,4.8,Buffet ,scooter ,16,1.5526929456613006
35,5.0,Meal ,motorcycle ,26,1.5323596444882273
31,4.4,Drinks ,electric_scooter ,31,7.601027931404884
24,4.6,Buffet ,motorcycle ,19,5.959032639454782
25,4.3,Drinks ,motorcycle ,32,11.917779612813971
24,4.9,Snack ,motorcycle ,20,12.580267822400963
32,4.6,Buffet ,motorcycle ,43,12.420750390870612
38,4.9,Snack ,motorcycle ,33,7.6838087174265155
39,4.7,Snack ,motorcycle ,26,3.116253656338934
24,4.5,Meal ,motorcycle ,13,16.60898715008041
34,4.6,Buffet ,motorcycle ,27,11.923472540743209
32,4.8,Drinks ,motorcycle ,30,6.128363939648455
21,4.0,Snack ,motorcycle ,32,16.412746797461725
36,4.6,Buffet ,motorcycle ,36,9.326359385740641
34,4.8,Meal ,scooter ,24,19.67143272567644
33,5.0,Snack ,electric_scooter ,19,7.772596236164787
36,4.4,Snack ,motorcycle ,54,10.72504264384306
25,4.2,Buffet ,motorcycle ,33,20.20724042537554
38,4.9,Buffet ,scooter ,23,14.022253362357834
29,5.0,Snack ,motorcycle ,18,10.444971530235124
23,4.8,Drinks ,scooter ,10,6.218153086065015
25,4.8,Drinks ,scooter ,18,11.916582838288104
35,4.5,Snack ,motorcycle ,30,7.60168152834193
30,4.8,Buffet ,motorcycle ,24,16.852118690780628
34,4.8,Buffet ,motorcycle ,26,9.177683834695673
25,4.7,Snack ,scooter ,10,11.007734763744617
29,4.6,Meal ,scooter ,30,4.717601092054723
38,4.9,Drinks ,motorcycle ,17,3.027483634851258
28,4.7,Drinks ,motorcycle ,16,12.292722741488559
38,4.3,Snack ,motorcycle ,34,4.6318327975870766
25,4.6,Drinks ,motorcycle ,23,9.081116432461174
30,4.7,Snack ,motorcycle ,15,8.929003109241874
30,4.6,Snack ,scooter ,28,5.959032639454782
33,4.7,Meal ,scooter ,25,4.610613705052655
39,3.7,Meal ,motorcycle ,37,13.989249784535353
33,4.3,Buffet ,scooter ,45,20.206808074128567
28,4.3,Meal ,motorcycle ,50,7.790160607220383
29,4.4,Snack ,motorcycle ,43,7.448311138215936
28,4.6,Snack ,scooter ,11,9.059804963936873
30,4.9,Snack ,scooter ,30,7.648080628607945
33,4.7,Buffet ,scooter ,19,7.647092834675519
22,4.9,Buffet ,scooter ,21,16.824331819052116
29,4.7,Meal ,scooter ,13,11.007734763744617
33,4.7,Drinks ,scooter ,13,4.476862649327415
22,4.5,Snack ,scooter ,21,13.989916877275611
39,4.0,Buffet ,motorcycle ,35,6.232152800668749
28,5.0,Drinks ,scooter ,29,1.5581193629487389
20,4.6,Meal ,motorcycle ,29,7.546800541055753
32,4.8,Drinks ,motorcycle ,24,12.073397681482605
39,4.1,Drinks ,motorcycle ,33,3.064002956584147
29,4.9,Snack ,motorcycle ,35,13.970652591255588
30,4.3,Drinks ,scooter ,34,10.428262034058305
26,4.5,Drinks ,scooter ,27,3.0643356747968533
24,4.9,Buffet ,motorcycle ,19,9.121421674135904
30,4.4,Snack ,scooter ,35,14.022253362357834
29,4.5,Snack ,motorcycle ,25,4.539068203248638
27,4.8,Buffet ,motorcycle ,16,9.348552276072713
32,4.7,Buffet ,motorcycle ,30,7.683892680377775
36,5.0,Drinks ,scooter ,30,10.587815903448679
25,4.7,Meal ,motorcycle ,17,9.193014472266961
30,4.5,Buffet ,motorcycle ,25,19.76017824329294
29,4.6,Buffet ,electric_scooter ,10,4.674153680097242
26,4.0,Snack ,motorcycle ,37,13.620342411997079
25,4.6,Snack ,motorcycle ,28,12.35069307347605
39,3.9,Meal ,motorcycle ,38,10.866202682035913
36,4.9,Meal ,scooter ,15,2.9812178551917965
35,4.7,Buffet ,motorcycle ,26,7.448318246839791
35,4.9,Snack ,motorcycle ,24,9.055981117924203
36,4.8,Snack ,electric_scooter ,19,16.903050893204163
20,5.0,Drinks ,motorcycle ,23,1.4652025747268527
35,5.0,Drinks ,motorcycle ,20,13.61117180523985
20,4.8,Snack ,motorcycle ,19,1.5322753274864631
36,4.9,Buffet ,electric_scooter ,42,16.635518179509837
38,4.8,Drinks ,scooter ,26,20.44292976252901
23,4.3,Drinks ,scooter ,40,12.41960204102968
26,4.6,Drinks ,scooter ,13,1.572533729286321
33,4.9,Snack ,scooter ,18,7.720257981968562
32,5.0,Drinks ,electric_scooter ,10,1.5125686168842198
35,4.0,Snack ,scooter ,34,4.663419307399213
22,4.2,Drinks ,motorcycle ,15,1.552697443893239
36,4.8,Buffet ,motorcycle ,23,1.5299884479314707
29,5.0,Buffet ,motorcycle ,13,6.29013467763468
39,4.6,Meal ,scooter ,48,19.627039347751204
37,4.9,Buffet ,motorcycle ,29,9.07437751153265
37,4.6,Meal ,scooter ,16,6877.315723503393
27,4.7,Drinks ,motorcycle ,33,12.117036432265502
34,4.7,Drinks ,scooter ,28,11.007734763744617
29,4.8,Drinks ,motorcycle ,29,9.313449926160661
39,4.6,Buffet ,motorcycle ,27,7.7625474744641085
35,4.5,Drinks ,motorcycle ,44,12.41687169160696
23,4.5,Drinks ,scooter ,26,6.051989448511275
34,4.7,Buffet ,scooter ,19,3.025098484224574
35,4.0,Snack ,motorcycle ,39,7.54640142147466
38,4.6,Meal ,motorcycle ,16,19.760063712198686
36,4.8,Drinks ,motorcycle ,49,10.757014337994882
39,4.6,Buffet ,scooter ,35,16.63541627418215
38,3.6,Snack ,electric_scooter ,40,19.975696041451314
29,4.6,Meal ,motorcycle ,26,16.60095424935038
35,5.0,Meal ,motorcycle ,25,17.078934089494954
33,4.7,Drinks ,scooter ,16,1.5203013368536653
31,4.6,Snack ,motorcycle ,35,7.6510644585303815
38,5.0,Snack ,motorcycle ,40,12.41848049973811
31,4.9,Snack ,motorcycle ,47,19.91431676645955
24,4.8,Snack ,scooter ,37,14.02323208308448
21,4.9,Meal ,motorcycle ,18,13.989473698864705
22,4.9,Buffet ,scooter ,11,4.663187802146825
33,4.6,Buffet ,motorcycle ,50,10.756697879102619
36,4.6,Snack ,electric_scooter ,25,4.657651549280329
22,4.6,Buffet ,motorcycle ,17,4.663419307399213
22,4.4,Meal ,motorcycle ,31,17.07649014379466
29,4.7,Drinks ,motorcycle ,14,9.177484636525243
25,4.7,Meal ,motorcycle ,10,7.772429015118234
37,4.7,Snack ,motorcycle ,30,6.127835452844326
35,4.5,Snack ,motorcycle ,22,5.860416837896751
25,5.0,Snack ,motorcycle ,13,1.465122557159026
27,5.0,Snack ,scooter ,14,10.756990051436132
26,4.7,Snack ,scooter ,15,13.9707596607468
34,4.7,Meal ,motorcycle ,31,4.4684124412647535
24,4.7,Drinks ,electric_scooter ,23,19.87758403140865
34,4.6,Drinks ,electric_scooter ,34,7.762394296687464
34,4.7,Meal ,motorcycle ,37,12.463883024166657
31,4.5,Snack ,scooter ,28,6.037225392443855
34,4.8,Snack ,motorcycle ,22,1.554508559519504
22,4.7,Meal ,motorcycle ,18,19.618968653878262
28,4.6,Drinks ,scooter ,25,5.959266895919676
36,4.9,Snack ,motorcycle ,20,3.1045718665451782
24,4.5,Drinks ,motorcycle ,20,7.631504867081062
32,4.9,Meal ,electric_scooter ,22,3.073677586371296
21,4.7,Meal ,motorcycle ,15,1.5322531674035038
26,4.6,Buffet ,motorcycle ,19,12.580267822400963
24,5.0,Snack ,scooter ,20,4.469157679084987
21,4.8,Drinks ,motorcycle ,28,7.772039544673178
20,4.7,Drinks ,motorcycle ,20,7.325358653271534
32,4.7,Drinks ,motorcycle ,31,16.47610920349918
25,4.6,Buffet ,scooter ,12,3.0188687420087144
31,4.7,Drinks ,motorcycle ,17,6.147092755626801
23,4.9,Snack ,motorcycle ,24,13.735965288529389
39,4.0,Drinks ,scooter ,39,20.18093693173923
24,4.9,Drinks ,motorcycle ,40,20.44292976252901
24,4.3,Meal ,motorcycle ,38,10.88093543843387
36,4.9,Buffet ,scooter ,20,20.96888932863528
34,4.8,Snack ,motorcycle ,36,9.075228438646324
29,4.9,Meal ,motorcycle ,17,3.145067434621583
22,4.7,Buffet ,motorcycle ,18,1.5203488928264928
22,4.8,Meal ,motorcycle ,23,16.63541627418215
27,3.4,Drinks ,scooter ,43,20.253785359470783
33,4.8,Snack ,motorcycle ,30,6.29013467763468
29,4.6,Snack ,motorcycle ,28,9.435201537430714
22,4.8,Meal ,scooter ,21,4.528225009313327
31,3.7,Meal ,motorcycle ,32,11.719699425828209
